company_name,review_date,review_title,review_body_text,overall_review_rating,job_title,location,employee_flag,rating_work_life_balance,rating_compensation_benefits,rating_job_security_advancement,rating_management,rating_culture_values,pros_text,cons_text,page_number,start_offset,source_url
maybank,7 September 2016,Growth and globalisation,Many experienced and exposure provided by the company to me. Various opportunity given to explore about the system and management environment. The most hardest part is to handling people behavior during provide the service or working related. And the most exciting part is once facing new challenges.,4,Admin Executive,"Bangsar, Kuala Lumpur",current,4,4,3,3,3,Flexible hours for pray,Segregation of duties,13,240,https://malaysia.indeed.com/cmp/Malayan-Banking-Berhad-(maybank)/reviews?start=240
Bank-Rakyat,6 September 2016,Productive and likes family members,Staff at that company such a good members and like family members. My supervisor are good sv and he always give opportunities to me to join their career fair at KLCC. I so excited with that event and that event give me a lot new knowledge.,5,Internship,Kuala Lumpur,former,5,5,5,5,5,Have a nice pantry a lot of food because hari raya potluck,,4,60,https://malaysia.indeed.com/cmp/Bank-Rakyat/reviews?start=60
Bank-Rakyat,6 September 2016,Fun work place,"Hardest to find customer, have a good working mate and profesional branch manager. Fun work place, always be patience when face any problem, especially from your boss",4,BR Smart,Likas,current,4,4,3,5,4,Good branch manager,Bad,4,60,https://malaysia.indeed.com/cmp/Bank-Rakyat/reviews?start=60
Cimb-Group,6 September 2016,nice working enviroment,"Teamwork working environment, nice colleague helping each other. Learn multiple product from this bank. Hard to focus on sales as have to do multiple product.",3,Personal Financial Consultant,Pontian Johor,former,3,2,3,2,2,healthy working enviroment,suffer to hit every product sales target.,14,260,https://malaysia.indeed.com/cmp/Cimb-Group/reviews?start=260
RHB Bank Berhad,5 September 2016,hectic,"My work basically answering people's queries and generally help them to address any problems they're having. Sometimes we also manage and do some maintenance to customer account and profile. My responsibilities are similar to bank tellers, counting money, cashing checks and servicing accounts.",5,Customer Service Executive,Kuala Lumpur,former,3,4,5,5,4,stabilty and secure,the shift timetable is ridiculous,13,240,https://malaysia.indeed.com/cmp/Rhb-Bank-Berhad/reviews?start=240
Bank-Rakyat,4 September 2016,have a good provided,'- have a library - have a large pentry - area in work station is comfortable - work in team is good. - relationship staff with team leader good,3,tele-collector officer,Kuala Lumpur,current,3,3,3,3,3,,,4,60,https://malaysia.indeed.com/cmp/Bank-Rakyat/reviews?start=60
maybank,29 August 2016,Fun workplace,Learn many things such as on to deal with bankers and vendors Brainstorming skill Team work with colleagues Handle on how to solve problems Manage time to solve the important issues,4,PRACTICAL TRAINEE,Kuala Lumpur,former,4,4,4,4,4,,,13,240,https://malaysia.indeed.com/cmp/Malayan-Banking-Berhad-(maybank)/reviews?start=240
RHB Bank Berhad,29 August 2016,Great places for fresh graduates to gain experiences as customer services agents.,"I have learns and gain many things and experiences at RHB as customer service agents. To be a CSA u need to have a very good communication skills and a high level of patience because a CSA is an image of the company itself. Of course u will have a bad experiences such as being call stupid by the customers or others, but it is good for myself because i can adapt the situation and learn from past mistake and build up my confidents, furthermore i have gains a lot of information and knowledge about banking.",4,Customer Service Agents,"Jln Tun Razak, Kuala Lumpur",former,3,4,2,3,3,Great places for fresh graduates to gain experiences.,Work on saturday and sunday.,13,240,https://malaysia.indeed.com/cmp/Rhb-Bank-Berhad/reviews?start=240
Cimb-Group,25 August 2016,Fun and challenging environment,"The people in this bank are very friendly and helpful. They treat new employee with full of respect. The task given in this bank was very challenging and meaningful. It help me to gain more knowledge in banking fields and also gain a lot of new experience in this banking fields. Moreover, everyday they give different task with a target. The environment is with full of positive vibrant. They also provide transportation for their employees.",3,Intern,Kuala Lumpur,former,3,3,5,5,5,"free meals like breakfast lunch and tea time, gym",,14,260,https://malaysia.indeed.com/cmp/Cimb-Group/reviews?start=260
RHB Bank Berhad,24 August 2016,Productive and good environment workplace with our own workstation,"5 1/2 working days plus Saturday n Sunday on end of month every month if purpose. Learn how to manage time and talk with people gentlely, also had a cheerful and friendly officemate. he hard part is the working time, sometimes over the working limit till 13 hours per day . The work situation in happinest and cheerful moments with the open minded and sporting senoirs.",4,Tele Collector,Kuala Lumpur,current,2,4,4,3,4,happy working time,shot brakes,14,260,https://malaysia.indeed.com/cmp/Rhb-Bank-Berhad/reviews?start=260
maybank,23 August 2016,Productive,Have the opportunity to train the clients in classroom Have the opportunity to have on phone training with the clients I gain knowledge about Regional Cash Management System,4,Implementation Manager (Contract),Kuala Lumpur,former,3,3,4,3,4,,,14,260,https://malaysia.indeed.com/cmp/Malayan-Banking-Berhad-(maybank)/reviews?start=260
United Overseas Bank,21 August 2016,Great learning place,"'- mostly complete all the work by your own self. In return, you learn alot - Great knowledge provider. - Great colleagues - stable management as the management prefer own trained or own employee.",3,Marketing Manager,Malaysia,former,3,3,4,3,4,learn a lot throughout the work process,too many admin work for a sales person.,6,100,https://malaysia.indeed.com/cmp/United-Overseas-Bank/reviews?start=100
maybank,20 August 2016,Stable company & good chance for career enhancement,"Maybank is a good place to work, it gives me a good chance of career advancement and brings out my potential to excel. It has the best health benefit that any company can offer. It practices humanisation, not only to its customers but also to its staffs. We have a work life balance in Maybank",5,Sr. Executive,Bukit Jelutong,current,4,5,5,4,4,Great health benefit,Nothing significant,14,260,https://malaysia.indeed.com/cmp/Malayan-Banking-Berhad-(maybank)/reviews?start=260
RHB Bank Berhad,15 August 2016,Interesting Work,"i have chances to expose different industry eg: agricultural, food manufacturing, furniture manufacturing, construction, apparel and etc when i go for site visit. i work closely with AVP of our regional corporate banking, she has taught me lots of knowledge of banking loan and documentation, credit analysis and review.",4,Executive,MY,former,4,4,4,3,4,,,14,260,https://malaysia.indeed.com/cmp/Rhb-Bank-Berhad/reviews?start=260
Cimb-Group,14 August 2016,Challenging job,Challenging when attending to customer demand and at the same time cannot compromise the SOP. Managing subordinate with skill and tolerate to ensure day to day operation smoothly run and also to ensure non compromising of SOP. The hardest part of the job is to ensure all subordinate achieve their targeted KPI. The most enjoyable part when subordinates happy with their bonus.,4,ASSISTANT CUSTOMER SERVICE MANAGER,Rawang,former,3,5,4,4,4,,,14,260,https://malaysia.indeed.com/cmp/Cimb-Group/reviews?start=260
Cimb-Group,14 August 2016,Very productive and fun workplace,"So far I really enjoy being in this position. What I learnt so far is communication is very important since this job needs you to communicate well with customers to persuade them to make payment on time. The hardest part is achieving monthly target. Since this is team-work based, everybody needs to achieve their personal and also team target. So we will work together till the end of month to achieve targets. The most enjoyable part is the working environment. Everyone is very positive and working together like a big family.",5,NEGOTIATOR,Kuala Lumpur,former,4,4,4,4,5,helpful teammates,working 7 days at the end of month,14,260,https://malaysia.indeed.com/cmp/Cimb-Group/reviews?start=260
Public-Bank-Berhad,13 August 2016,Productive and fast banking line also much benefit.,So best company and benefit provided also staff have right in union for any supporter.have be responsible in each department also learn to have more knowledge in every bank product.Have to always doing and following AMLA guidelines..,5,Accountant,Tg malim perak,former,5,5,5,4,3,Free lunch,Long hours,12,220,https://malaysia.indeed.com/cmp/Public-Bank-Berhad/reviews?start=220
United Overseas Bank,7 August 2016,a perfect place to enhance individual skills.,"Need to spend extra time to finish off workloads for the hole day. i learned on how to do time management properly. people around me are good people to work with. struggles appears when there is an update after an update and it contradicts with each other. overall, it was fun.",4,senior officer,Kuala Lumpur Malaysia,current,4,4,4,4,4,well compensated employees,unstable process,6,100,https://malaysia.indeed.com/cmp/United-Overseas-Bank/reviews?start=100
RHB Bank Berhad,6 August 2016,Adaptable workplace,"Adaptive environment. Don't just be satisfied with the achievement you've accomplished, need to push it to another level. Nice and strategic place to work.",3,Executive,Kota Kinabalu,former,3,2,2,2,2,enjoyable co-workers,,14,260,https://malaysia.indeed.com/cmp/Rhb-Bank-Berhad/reviews?start=260
RHB Bank Berhad,5 August 2016,Company is generally rated as good,"Generally, the company has a clear line of reporting & individual responsibility. Staff are cooperative and helpful and quite a conducive place of work. Company is considered caring in certain aspects with considerable benefits to staff.",4,Assistant Vice President,Kuala Lumpur,former,3,3,4,4,3,,,14,260,https://malaysia.indeed.com/cmp/Rhb-Bank-Berhad/reviews?start=260
maybank,4 August 2016,Environment superb,"'- The best way to enjoy your work is the environment at your workplace, it between your manager and clique. The best part when u get a supportive team member and boss. Beside that the environment of your surrounding area that help to done you work peacefully.",5,Mortgage Consultant,Cyberjaya,current,4,4,4,4,5,high commission paid,To have sudden direction by management,14,260,https://malaysia.indeed.com/cmp/Malayan-Banking-Berhad-(maybank)/reviews?start=260
RHB Bank Berhad,4 August 2016,good and friendly environment,work under pressure turn complaint into compliment communication skill time management fun workplace team work good environment,4,Customer Service,Kuala Lumpur,former,4,4,4,4,4,free lunches,short breaks,14,260,https://malaysia.indeed.com/cmp/Rhb-Bank-Berhad/reviews?start=260
Bank-Rakyat,3 August 2016,Great co-workers,"The location and building itself is one of the best parts of the job, food options are also of many variety for lunch and co-workers and head were very friendly and welcoming.",4,Intern,Kuala Lumpur,former,3,3,4,3,4,,,4,60,https://malaysia.indeed.com/cmp/Bank-Rakyat/reviews?start=60
maybank,1 August 2016,environment and culture in working place,The environment and culture in the company has help me to learn many new thing. It also help me to improve my skill and production in order to serve the organization.,5,CARD MANAGEMENT (SL1M),Kuala Lumpur,current,5,5,5,5,0,"guidance, teamwork and good workplace",,14,260,https://malaysia.indeed.com/cmp/Malayan-Banking-Berhad-(maybank)/reviews?start=260
maybank,30 July 2016,Great in benefits provision,"Working for 3 years and 7 months as a banker really provide me with a lot of experience. Started my career as BMELP which is a talent management program that I have had passing through for 2 years enable me to adopt a fast learning culture and contributes towards a productive working culture as I was all-rounder for a branch management. After BMELP, I then joined in a more specific sector which is Small and Medium Enterprise (SME) as Business Development Executive (BDE). This role is important because as BDE, I am tasked to meet with customer and offering them financial assistance. This relatively contributes towards the positive growth in Maybank.",5,Business Development Executive,Kemaman,current,4,5,4,3,4,,,14,260,https://malaysia.indeed.com/cmp/Malayan-Banking-Berhad-(maybank)/reviews?start=260
RHB Bank Berhad,29 July 2016,Productive and fun workplace,My task is to find a customer in order to achieve my target given by my branch manager everyday. I have learn a lot while in RHB especially dealing with customers. All RHBians were given an apportunity to express their own ideas. The hardest part is waiting customer's document. It took along time. The most enjoyable part of being Personal Banker is everybody in the bank help each other to achieve the target.,3,Personal Banker- Personal Financing,Pahang,former,3,3,3,3,3,incentives,incomplete document,14,260,https://malaysia.indeed.com/cmp/Rhb-Bank-Berhad/reviews?start=260
maybank,26 July 2016,Productive and a good place to work,"Working at Maybank was a memorable experience . Every day there are new things that await . With a team that always come together , every challenge can be overcome easily . Good guidance from management that constantly encourage the spirit of cooperation as a team makes every challenge becomes easy to overcome.",4,"Senior Executive, Product Development",Kuala Lumpur,former,4,4,4,4,4,Good motivation from Managememnt,None,14,260,https://malaysia.indeed.com/cmp/Malayan-Banking-Berhad-(maybank)/reviews?start=260
Cimb-Group,23 July 2016,Na,"I enjoyed working at CIMB, I leave behind my last job because in order to enhance my skill set , I am looking for better opportunities.",4,Personal Financial Consultant,Selangor,former,4,4,4,4,4,Na,Na,15,280,https://malaysia.indeed.com/cmp/Cimb-Group/reviews?start=280
maybank,19 July 2016,Fast paced and friendly environment,The workers were very friendly and helpful throughout my internship process. My supervisor pushed me to the very limit to do the given tasks and it was a very wonderful experience as it had given me a solid introduction working in a fast-paced business banking sector.,4,Intern,"Kuala Lumpur, Malaysia",former,0,0,0,0,0,,,14,260,https://malaysia.indeed.com/cmp/Malayan-Banking-Berhad-(maybank)/reviews?start=260
Cimb-Group,17 July 2016,Cooperative staff and manager,People in cimb is cooperative and able to work as a team. They can manage their task even under pressure.working in cimb is very good to gain experience and knowledge in banking sector,3,Personal financial consultant,"Jalan gasing , PJ",former,3,4,3,3,3,Incentive,Working time,15,280,https://malaysia.indeed.com/cmp/Cimb-Group/reviews?start=280
maybank,17 July 2016,Great teamwork with friendly environment,Very cooperative staff and great teamwork. Good culture create by manager to all staff. I have been working with friendly staff here.,3,Personal financial advisor,Batu kawa,former,4,2,3,3,4,Incentive,Working time,14,260,https://malaysia.indeed.com/cmp/Malayan-Banking-Berhad-(maybank)/reviews?start=260
Public-Bank-Berhad,17 July 2016,Productive and good benefit,"Public Bank is no doubt a reputable company with good track record and success. All this will not happen without contribution from dedicated staff who strive for the success of the company. As far my long service in Public Bank, I learned a lot to be a good and responsible staff. The most important things are team spirit to ensure all the responsibilities are to be carried out successfully. The Management also is very concern and alert that all opinion and complain from the customers are taken care off. This is one of the reason why Public Bank brand name is quite acceptable to all customers nationwide. All these qualities will be a good example for me to apply when I join new company as well.",4,Senior Executive,Jalan Ampang,former,4,5,4,4,4,,,12,220,https://malaysia.indeed.com/cmp/Public-Bank-Berhad/reviews?start=220
RHB Bank Berhad,17 July 2016,Good team work job,"Everyday is important to us. One day we loss we will have a lot loss to cover back for the next day. Working here give me lot knowledge how to control our expenditure, our debt, our affordability to keep survive every singe of day. But our management not very good, they never keep what they are promise, always be changed in what they are planning. They just care about the target but never give the solution and help s to achieve the target . We need to work over time but not paid. We are working in team so our teamwork very good.",2,COLLECTOR,Kuala Lumpur,current,1,2,5,1,3,"have team work, place of prayer, have commision","No life balanced, need to work overtime but not paid",14,260,https://malaysia.indeed.com/cmp/Rhb-Bank-Berhad/reviews?start=260
maybank,15 July 2016,customer service oriented,duty as customer care officer managing daily operational work; staff & do sales convincing clients to sign up sales is tough feel good if clients are happy,3,Executive,balik pulau branch,current,3,3,3,3,3,free parking,long hours been in one place,14,260,https://malaysia.indeed.com/cmp/Malayan-Banking-Berhad-(maybank)/reviews?start=260
Bank-Rakyat,14 July 2016,more experience,i can learn how to communicate with customer and how to handle personal loan at bank rakyat. I also can about system bank using.,5,br-smart,Sarawak,current,0,0,0,0,0,,short break,4,60,https://malaysia.indeed.com/cmp/Bank-Rakyat/reviews?start=60
maybank,13 July 2016,Very good and productive job culture,"Every day was a challenging and exciting day at work since i'm in the sales position in the organisation. My previous position taught me about customer service, helping me enhancing my personal skills and everything about financial service. The co-workers were helpful. The hardest part of the job is when i need to convincing people to buy the banks product but although it is hard, i took it up as a challenge and it excites me everytime i managed to convince customers to buy the products. The most enjoyable part of the job is when i do felt i am helping these customers to reach their desirable financial goals through ways such as long-term investments and it is enjoyable when i get to assist the banks customers in every way that i can.",4,Personal Financial Advisor,Muar,former,4,5,4,4,5,,,14,260,https://malaysia.indeed.com/cmp/Malayan-Banking-Berhad-(maybank)/reviews?start=260
RHB Bank Berhad,13 July 2016,Persistent and flexible to work in a time constraints.,Good verbal communication to interact with clients Excellent questioning and investigation skills Good Management system,5,Executive,Kuala Lumpur,former,0,0,0,0,0,,,14,260,https://malaysia.indeed.com/cmp/Rhb-Bank-Berhad/reviews?start=260
Public-Bank-Berhad,12 July 2016,Productive and good environment workplace,the benefit given provide by this company is good and can get many knowledge from this working experienced. All colleagues were very helpful and cooperative.,4,Clerk/Typist/Cashier,Kuala Lumpur,former,4,3,4,4,4,,,12,220,https://malaysia.indeed.com/cmp/Public-Bank-Berhad/reviews?start=220
RHB Bank Berhad,7 July 2016,productive,It is a great journey alomost 9 years which lead me to learn from the Telemarketing to Project Office. A productive working place.,4,SENIOR EXECUTIVE,Kuala Lumpur,current,3,3,3,3,3,,,14,260,https://malaysia.indeed.com/cmp/Rhb-Bank-Berhad/reviews?start=260
Public-Bank-Berhad,6 July 2016,Fun workplace,"I like working environment. In this 4 years, i were grow up a lot. My relationship with colleagues like big family, we take care of each others. I like it so much.",4,CUSTOMER SERVICES,Kuala Lumpur,current,5,5,5,5,2,"Take a good care of staff, staff benefits.",Conservative,12,220,https://malaysia.indeed.com/cmp/Public-Bank-Berhad/reviews?start=220
RHB Bank Berhad,3 July 2016,productive,"The most enjoyable part of the job is that you have friendly co workers and there are opportunity to learned, if one is willing to take up",3,Project Assistant,kuala lumpur,current,3,3,2,2,2,,,14,260,https://malaysia.indeed.com/cmp/Rhb-Bank-Berhad/reviews?start=260
bank islam,28 June 2016,very productive and safe environment,"this company put trust to every staff in completing task given. they guide very clearly so that i can minimum mistake. my hardest part is communicating with a problematic customer, but i successfully handle this situation. the most enjoyable part is when the top management always keep in touch with the their staff to make sure we do not have any problem in conducting task given.",4,wealth executive,Kulai,former,4,4,4,4,4,,,3,40,https://malaysia.indeed.com/cmp/Bank-Islam/reviews?start=40
Cimb-Group,24 June 2016,friendy environment,staff too friendly and easy to comunicate regarding the work and helpful in the task given. the job always under pressure work.,3,ACCOUNT PAYABLE,Kuala Lumpur,former,0,0,0,0,0,,,15,280,https://malaysia.indeed.com/cmp/Cimb-Group/reviews?start=280
Public-Bank-Berhad,15 June 2016,Bosses are being bosses,"Bosses might not be as friendly as they can be, but they will know whether you are a good worker or a bad worker. They see, they evaluate, they know what is right and wrong, they do not listen to one sided only, and you get your chance fairly as to others, regardless of who you are, where you from, or what your previous academic or performance proved. In short, everyone gets a shot.",4,Senior Executive,"Jalan Ampang, Kuala Lumpur",former,3,3,4,2,4,Everyone works together with laughter,Dull and Boring,12,220,https://malaysia.indeed.com/cmp/Public-Bank-Berhad/reviews?start=220
Cimb-Group,12 June 2016,enjoyable as the job requires teamwork,It is a desk job whereby we deal with clients via various communication platforms. Throughout the years we have developed our soft skills and knowledge as the management has been very supportive in term of providing in-house training as well as instilling mentorship culture in guiding new staff. Teamwork is the core substance to ensure success and error-free operations.,4,Associate Director,Kuala Lumpur,former,0,0,0,0,0,tv room and water dispenser are provided,must be alert all the time,15,280,https://malaysia.indeed.com/cmp/Cimb-Group/reviews?start=280
maybank,9 June 2016,Productive and Fun Workplace,"Maybank teach me a lot in managing my tasks, my time. The management is good in appreciating staff. My boss show me a good leadership in work. The hardest part of my previous job was handling money (as a Teller) while the enjoyable part of my previous job was being able to learn so many things regarding banking, office works, teamwork, integrity and relationship building.",4,Clerk,Kuching,former,3,4,3,3,3,"Benefits (healthcare), Good salary, teamwork",,14,260,https://malaysia.indeed.com/cmp/Malayan-Banking-Berhad-(maybank)/reviews?start=260
RHB Bank Berhad,6 June 2016,environment ok,do taxation personal do taxation company do report acount for company set up file learn about job secretrial learn about how to registration company name,4,collection officer,Kuala Lumpur,current,3,2,2,3,3,,,14,260,https://malaysia.indeed.com/cmp/Rhb-Bank-Berhad/reviews?start=260
Cimb-Group,5 June 2016,Good work,"A work day start with full of energy.I learned a lot of things from this work because this work give me a lot of experience such as dedication,group activities and so on.The management give full support to the employees.My co-workers all give me support and help me when the time needed. Sometimes I need to work with stress but I will try to finish my work.My management arrange dinner to the employees in 6 month once.",5,SENIOR CLERK,Kuala Lumpur,current,5,5,5,5,5,Free medicine,Shorts break,15,280,https://malaysia.indeed.com/cmp/Cimb-Group/reviews?start=280
Cimb-Group,3 June 2016,Productive,Great management and environment working place. Have to chase the sale target every month but can go for vacation every year.,4,Personal Financial Consultant,Kuala Lumpur,current,4,4,4,4,4,,,15,280,https://malaysia.indeed.com/cmp/Cimb-Group/reviews?start=280
Cimb-Group,3 June 2016,not productive & fun workplace,'-Working during office hours -selling insurance products -management too busy to forget there are new employees who have entered. -personal other colleagues are very nice and friendly. -when encouraging to be able to work with colleagues who are friendly and nice.,1,Financial Service Consultant,Shah Alam,former,1,1,1,1,1,When there was a meeting with teammate will be eating for free. Can work out to look for sale.,"good medical benefits, loan with low interest rate.",15,280,https://malaysia.indeed.com/cmp/Cimb-Group/reviews?start=280
Public-Bank-Berhad,3 June 2016,Its great team work,"The credit application process involves few departments. Thus, great tam work learned in running the daily job. Need critical thinking in the whole process.",5,Senior Operation Officer,Selangor,former,3,5,5,5,5,,,13,240,https://malaysia.indeed.com/cmp/Public-Bank-Berhad/reviews?start=240
RHB Bank Berhad,3 June 2016,Productive & Fun workplace,'-9 to 5 working hours. -can learn to ensure that the work can be dealt with appropriately and quickly. -boss too urgent to set up something as soon as possible. -personal-workers can not talk because I work too much. -kena complete a job in 2 minutes if you want to go home early. -There end bonus and every 3 years.,4,Clerical,Bangi,former,4,4,4,4,4,bonus end year and every 3 years.,increment salary and medical benefits.,14,260,https://malaysia.indeed.com/cmp/Rhb-Bank-Berhad/reviews?start=260
Bank-Rakyat,30 May 2016,Equipped with adequate comfort with basic equipment for carrying out tasks,'- Near a surau and washroom. - Tutoring by senior colleagues while on duty. - Colleagues friendly. - A colleague who always give a commitment to work to get the maximum output and efficiency.,5,Marketing Manager,Port Dickson,former,5,5,5,5,5,,,4,60,https://malaysia.indeed.com/cmp/Bank-Rakyat/reviews?start=60
Cimb-Group,29 May 2016,Fast & pace environment,Daily submission of loan application & account disbursement in the hire purchase department. I am very familiar on the credit rating of customer in order to make a fast decision. Management will be update latest term of underwriting to meet the market challenge. All the colleague work as team to achieve the department target. Hardest Part of the job is to compete with the other financial institution without neglecting the banking & financial responsibility guideline. The most enjoyable part is when the department deliver the figue & meet the target assigned.,3,Executive,Kuala Lumpur,current,3,4,4,4,3,Employee benefit on staff loan & medical,High work pressure,15,280,https://malaysia.indeed.com/cmp/Cimb-Group/reviews?start=280
Cimb-Group,29 May 2016,na,"I have been working for a total of 31 years in banking industry, It is a time for me to venture into other field.The banking industry has changed a lot. Transactions can be done thru on line",4,officer,Pasir Gudang,former,5,3,1,1,1,na,need only new blood,15,280,https://malaysia.indeed.com/cmp/Cimb-Group/reviews?start=280
United Overseas Bank,26 May 2016,Good bank,provide good training to the staff. fair reviews on staff performance and reward accordingly. there is so much to learn. it is great working experience.,4,accounts relationship manager,Malaysia,current,2,4,5,5,4,,,6,100,https://malaysia.indeed.com/cmp/United-Overseas-Bank/reviews?start=100
maybank,25 May 2016,Teamwork,"do data entry and customer service have learned more about banking world management so far not so good but overall is ok non permanent staff more supportive than permanent staff here the hardest part when in UAT TEAM - have to go back late the most enjoyable part of the job is i'm doing what i love to do and have chance to do new things ; build engagement with customers,call customer for classroom training",4,SL1M TRAINEE,Kuala Lumpur,current,4,4,4,3,3,Good team leader,Pressure,14,260,https://malaysia.indeed.com/cmp/Malayan-Banking-Berhad-(maybank)/reviews?start=260
Cimb-Group,23 May 2016,Good learning exposure,a.Overall experience is good and Friendly nature. b. The way the team lead and manager behave is awesome. c. Good to learn lot of new things.,4,Senior Software Developer,Kuala Lumpur,current,4,4,3,3,4,,,15,280,https://malaysia.indeed.com/cmp/Cimb-Group/reviews?start=280
United Overseas Bank,21 May 2016,best work place,i have to well organize my work accordingly so that i can manage on time to finish the daily task and follow ups.I have to check invoice and delivery order or shipping documents are in order. I have to perform Fircosoft in order can send payments to suppliers. I also have to check trade limit whether customer can utilize the limit given. Have to calculate tenor and all in rate for the day.,3,Senior Officer,Malaysia,current,3,3,4,3,3,"unlimited medical, dental and optic, extra epf contribution",,6,100,https://malaysia.indeed.com/cmp/United-Overseas-Bank/reviews?start=100
RHB Bank Berhad,17 May 2016,Good place to start.,Steep learning curve with abundance of exposure. Colleagues are helpful and experienced. Opportunity to learn from seasoned and experienced professionals.,2,Fixed Income Principal Dealership and Trading,Kuala Lumpur,former,4,2,3,2,3,Learning progress,"Small compensation, small benefits",14,260,https://malaysia.indeed.com/cmp/Rhb-Bank-Berhad/reviews?start=260
Public-Bank-Berhad,16 May 2016,Productive,"Remuneration package among the best in the industry. Average 5 months bonus. Annual increment is very decent. Attractive staff rates for housing and car loan. Work life balance is acceptable depending on which department you work at and the boss you work for. Staff dismissal is rare and unheard of except in extreme cases. Great place to work to raise a family and retire. Company prefers to hire fresh graduates than outsiders. Career progression is steady, even predictable up to a certain level",4,Credit Analyst Officer,Banting,former,3,5,4,4,3,Good Benefit,Long hours work,13,240,https://malaysia.indeed.com/cmp/Public-Bank-Berhad/reviews?start=240
Cimb-Group,15 May 2016,productive can work in team and quick learner,i learn on how to advising people of awareness for their savings and retirement plan at cimb. the hardest part or the challenging in this company is to meet the prospect and to comfort their,3,unit trust consultant,Kuantan,former,0,0,0,0,0,free lunches,health care,15,280,https://malaysia.indeed.com/cmp/Cimb-Group/reviews?start=280
Public-Bank-Berhad,12 May 2016,Being as a banker,"Being as a banker is like facing a challenge everyday and stress everyday, from the day you started your work untill the time you have finished your work, you will always be sitting on a same place, i have learn to manage my stress and to move more faster in work since my work always have a date line, management is at average rate that i could give, however my co-workers are also been always busy preparing work so have less time to talk in order to reduce our stress level inside of our body, the hardest part of the job is when your assigned to prepare more than 2 jobs which has a same date line to prepare as sson as possible, but the most enjoyable part of the job if you attend the customer, consulting them, and put yourself in their shoes",5,Clerk,Ipoh,current,3,3,3,3,3,,,13,240,https://malaysia.indeed.com/cmp/Public-Bank-Berhad/reviews?start=240
RHB Bank Berhad,10 May 2016,A great place to work in.,"A great place but need some improvement on human capital handling. In handling people, it is not a trial and error game but more on human sensitivity and empathy. Motivation and coaching instead of dictatorial leadership should be instilled to create a better working environment. Furthermore, recognition should be given based on performance and merits of the individual NOT otherwise.",5,Personal Banker / Assistant Manager,Kota Kinabalu,former,5,5,5,4,4,"disciplined working environment, flexible hours",None,14,260,https://malaysia.indeed.com/cmp/Rhb-Bank-Berhad/reviews?start=260
Cimb-Group,7 May 2016,Fun workplace,Colleagues and managements were ready to assist and guide new comers. Overall working condition was fine. However the salary offered was slightly unfavorable.,3,SME Relationship Manager under branch,Sabah,current,3,2,3,3,3,,,15,280,https://malaysia.indeed.com/cmp/Cimb-Group/reviews?start=280
maybank,7 May 2016,Productive workplace aiming for the same goal,"Many valuable and important knowledge were gained throughout my time with this company. All colleagues were very helpful and never hesitated to lend a hand in any kind of circumstances. Everyone in our department were aiming for the same goal, which is to earn desirable incentives. The salary offered was at satisfactory level.",4,Mortgage Consultant under mobile sales team,Sabah,former,4,4,3,4,5,,,14,260,https://malaysia.indeed.com/cmp/Malayan-Banking-Berhad-(maybank)/reviews?start=260
maybank,6 May 2016,Very friendly team,Learned a little bit about banking.Team leaders and team members very helpful. Hardest part when many customer comes in. Enjoyable part is when do a group briefing. Management really understanding about staff and good management.,4,CLERICAL,Kuala Lumpur,current,0,0,0,0,0,,,14,260,https://malaysia.indeed.com/cmp/Malayan-Banking-Berhad-(maybank)/reviews?start=260
RHB Bank Berhad,4 May 2016,enjoy,"Good environment and enjoy to work. Besides that, many experiences i had learned. Good quality of management.Very good culture in this organization.",5,PERSONAL BANKER,Sri Hartamas,current,5,5,5,5,5,commission,didn't have overtime paid,14,260,https://malaysia.indeed.com/cmp/Rhb-Bank-Berhad/reviews?start=260
Cimb-Group,28 April 2016,Lack of career advancement opportunity,"No work life balance. When working in banks, you should expect to spend yourself to sacrifice your energy and time to focus on work, to stay back late while little you can get in return. The management is pretty hands off. They'd like to push the staff to finish up a lot of works in a short time by hook or by crook. Co-workers are some team players but some just like to complaint without doing nothing. Working in banking industry is supposed to be the most enjoyable things in life but it becomes miserable especially for the contract staff when the contract is ended without strong and valid reason. Therefore, no career enhancement is promoted in CIMB.",2,Executive,Petaling Jaya,former,2,2,2,2,3,Good working environment,"Lack of career enhancement opportunity, political issue",15,280,https://malaysia.indeed.com/cmp/Cimb-Group/reviews?start=280
Cimb-Group,28 April 2016,yes,"enjoying the work, caller customer and ask to pay their money back, learn lot of things,the hardest job is to conveince the costumer.",5,caller centre,Kuala Lumpur,former,5,5,4,4,5,No,yes,15,280,https://malaysia.indeed.com/cmp/Cimb-Group/reviews?start=280
RHB Bank Berhad,27 April 2016,Fun working environment,"I learned many things when I was with RHB bank such as improving communication skills, decision making, strategic planning and etc. management and co- worker are friendly. i would recommend for fresh graduate to apply this job",5,Bank Executive,Kuching,former,5,5,5,5,5,,,14,260,https://malaysia.indeed.com/cmp/Rhb-Bank-Berhad/reviews?start=260
Public-Bank-Berhad,24 April 2016,A normal working place,A good place for your learning process when dealing with client and complaint. Having a very humble CEO. Lots of high and low when its come to other co workers. Feel great when you accomplished a task that given to you,4,Executive,Kuala Lumpur,former,4,4,4,4,4,,,13,240,https://malaysia.indeed.com/cmp/Public-Bank-Berhad/reviews?start=240
